Radical,Freq.,General standard #,,HSK 3.0,Stroke count,Character,Pronounciation,Meaning
酉 164.4,4193,2237,0.0000024134,7–9,11,酗,xù,"drunk, to become violent under the influence of alcohol"
酉 164.4,4391,4787,0.0000019121,,11,酚,fēn,carbolic acid; phenol
酉 164.4,6556,4786,0.0000001344,,11,酞,tài,phthalein
酉 164.4,7176,,0.0000000465,,11,酖,zhèn,wine with bird poison added
酉 164.5,3516,2586,0.0000052402,7–9,12,酥,sū,"butter; flaky, crispy, light, fluffy"
酉 164.5,3582,2585,0.0000048526,7–9,12,酣,hān,enjoy intoxicants
酉 164.5,4688,5109,0.0000013178,,12,酢,cù,toast to host by guest
酉 164.5,6450,5110,0.0000001602,,12,酡,tuó,flushed; rubicund
酉 164.5,6479,5108,0.0000001550,,12,酤,gū,to deal in spirits
酉 164.6,2005,2874,0.0000362318,7–9,13,酬,chóu,"toast; reward, recompense"
酉 164.6,3100,2986,0.0000086200,6,13,酱,jiàng,any jam-like or paste-like food
酉 164.6,3667,2873,0.0000043410,,13,酪,lào,"cream, cheese; koumiss"
酉 164.6,3905,5412,0.0000032351,,13,酮,tóng,ketones
酉 164.6,4022,5413,0.0000029302,,13,酰,xiān,acyl
酉 164.6,4412,5414,0.0000018656,,13,酯,zhǐ,ester
酉 164.6,5183,5415,0.0000007958,,13,酩,mǐng,drunk; intoxicated; tipsy
酉 164.6,7955,7336,0.0000000155,,12,酦,fā,"fermentation, brewing"
酉 164.6,8231,,0.0000000155,,13,酨,zài,
酉 164.6,—,7503,0.0000000000,,13,𬪩,nóng,thick alcohol; not dilute; thick; concentrated
酉 164.7,1456,3089,0.0000767684,4,14,酸,suān,"tart, sour; acid; stiff; spoiled"
酉 164.7,1867,3087,0.0000431257,6,14,酷,kù,"strong, stimulating; very"
酉 164.7,2764,3088,0.0000136070,7–9,14,酿,niàng,"brew, ferment"
酉 164.7,3058,5673,0.0000090696,,14,酶,méi,enzymes; (Cant.) soft
酉 164.7,3531,3086,0.0000051265,7–9,14,酵,jiào,"yeast, leaven"
酉 164.7,6040,5672,0.0000003101,,14,酽,yàn,"thick, strong (beverage)"
酉 164.7,6850,7657,0.0000000775,,14,酲,chéng,hangover; uncomfortable
酉 164.7,6860,7655,0.0000000775,,14,酺,pú,drink with others; drink heavily
酉 164.7,7091,5674,0.0000000517,,14,酹,lèi,to pour out a libation; to sprinkle
酉 164.7,7422,7658,0.0000000310,,14,酴,tú,"leaven, yeast; wine"
酉 164.7,7780,7656,0.0000000207,,14,酾,shāi,strain
酉 164.7,9004,,0.0000000052,,14,酳,yìn,
酉 164.7,9294,,0.0000000052,,14,酼,hǎi,
酉 164.8,1783,3224,0.0000480197,5,15,醉,zuì,"intoxicated, drunk; addicted to"
酉 164.8,2560,3223,0.0000177412,7–9,15,醇,chún,"rich, good as wine; pure, unmixed"
酉 164.8,3076,3222,0.0000088474,6,15,醋,cù,"vinegar; jealousy, envy"
酉 164.8,6268,5890,0.0000002170,,15,醌,kūn,quinone (chemistry)
酉 164.8,7092,5891,0.0000000517,,15,醅,pēi,unstrained spirits
酉 164.8,7335,,0.0000000362,,15,醊,zhuì,to pour wine in a libation
酉 164.8,8425,,0.0000000103,,15,醃,yān,"marinate, pickle; salt"
酉 164.8,8496,,0.0000000103,,15,醄,táo,very drunk; happy looks
酉 164.8,9295,,0.0000000052,,15,醁,lù,a kind of green-colored wine
酉 164.8,9590,,0.0000000052,,15,醆,zhǎn,wine cup; muddy wine
酉 164.9,1075,3336,0.0001390100,4,16,醒,xǐng,wake up; sober up; startle
酉 164.9,5966,6070,0.0000003411,,16,醍,tí,essential oil of butter
酉 164.9,6002,6069,0.0000003256,,16,醐,hú,purest cream
酉 164.9,8313,7848,0.0000000103,,16,醑,xǔ,to strain spirits
酉 164.9,8364,,0.0000000103,,16,醖,yùn,liquor
酉 164.9,9165,,0.0000000052,,16,醎,xián,
酉 164.9,9296,,0.0000000052,,16,醕,chún,variant of 醇
釆 165.0,6798,,0.0000000879,,7,釆,biàn,distinguish; KangXi radical 165
釆 165.1,585,1172,0.0003563027,3,8,采,cǎi,"collect, gather; pick, pluck"
釆 165.13,6283,,0.0000002119,,20,釋,shì,"interprete, elucidate; release"
釆 165.5,813,2710,0.0002209205,4,12,释,shì,"interprete, elucidate; release"
釆 165.5,2923,5223,0.0000109197,,12,釉,yòu,glaze
里 166.0,50,721,0.0027792446,1,7,里,lǐ,unit of distance; village; lane
里 166.11,6670,7982,0.0000001085,,18,釐,lí,"manage, control; 1/1000 of a foot"
里 166.2,140,1552,0.0014616906,1,9,重,zhòng,"heavy, weighty; double"
里 166.4,845,2265,0.0002102334,6,11,野,yě,"open country, field; wilderness"
里 166.5,241,2616,0.0009302546,2,12,量,liàng,"measure, quantity, capacity"
金 167.0,260,1166,0.0008677443,3,8,金,jīn,gold; metals in general; money
金 167.0,5557,,0.0000005581,,5,钅,jīn,gold; money; KangXi radical 167
金 167.1,5910,3597,0.0000003617,,6,钇,yǐ,yttrium
金 167.1,6410,6536,0.0000001705,,6,钆,gá,gadolinium
金 167.1,8909,,0.0000000052,,9,釔,yǐ,yttrium
金 167.10,1002,3256,0.0001610819,6,15,镇,zhèn,"town, market place; suppress"
金 167.10,2515,3258,0.0000188988,7–9,15,镑,bàng,pound sterling
金 167.10,3283,7790,0.0000069353,,15,镕,róng,"fuse, melt, smelt; mold"
金 167.10,4222,3257,0.0000023307,,15,镐,gǎo,stove; bright
金 167.10,4233,5948,0.0000023152,,15,镌,juān,"engraving tool; carve, engrave"
金 167.10,4438,5949,0.0000018139,,15,镍,niè,nickel
金 167.10,4834,,0.0000011163,,18,鎗,qiāng,"rifle, small arms, hand gun"
金 167.10,4951,5950,0.0000009871,,15,镏,liú,distil; lutetium; surname
金 167.10,5007,5947,0.0000009405,,15,镉,gé,cadmium
金 167.10,5172,6362,0.0000008010,,18,鎏,liú,pure gold
金 167.10,5261,5951,0.0000007390,,15,镒,yì,measure of weight for gold
金 167.10,5395,5946,0.0000006460,,15,镊,niè,"tweezers, forceps, pincers"
金 167.10,5657,7785,0.0000005013,,15,镆,mò,sword
金 167.10,6079,5952,0.0000002946,,15,镓,jiā,gallium
金 167.10,6399,5953,0.0000001757,,15,镔,bīn,high quality iron
金 167.10,6449,7788,0.0000001602,,15,镎,ná,neptunium (Np)
金 167.10,6548,,0.0000001395,,18,鎮,zhèn,"town, market place; suppress"
金 167.10,6698,,0.0000001034,,16,鎯,láng,large hammer
金 167.10,6939,,0.0000000672,,18,鎰,yì,measure of weight for gold
金 167.10,7049,,0.0000000568,,18,,shàn,"chemical element; Sarmarium (Sm); old translation of (鋱) Tb, (same as釤) a sickle with a long handle, to swing a sickle to cut (grass or wheat)"
金 167.10,7102,,0.0000000517,,18,鎭,zhèn,"town, market place; suppress"
金 167.10,7221,7786,0.0000000465,,15,镈,bó,"large bell; hoe, spade"
金 167.10,7477,,0.0000000310,,18,鎌,lián,sickle
金 167.10,8186,,0.0000000155,,18,鎖,suǒ,"lock, padlock; shackles, chains"
金 167.10,8234,,0.0000000155,,17,鎪,sōu,to engrave (metal of wood)
金 167.10,8749,,0.0000000103,,18,䦂,shàn,"(simplified form of䥇) sarmarium (Sm); old ideograph for鋱, terbium (Tb); (same as釤) a sickle with a long handle, to swing a sickle to cut (grass or wheat)"
金 167.10,8785,,0.0000000103,,18,鎔,róng,"fuse, melt, smelt; mold"
金 167.10,8807,,0.0000000103,,18,鎋,xiá,the linch-pin of a wheel to govern or control the noise of a barrow
金 167.10,8911,,0.0000000052,,17,鎚,chuí,"hammer, mallet; club"
金 167.10,9173,,0.0000000052,,18,鎴,xí,strontium (obsolete)
金 167.10,9174,,0.0000000052,,18,鎸,juān,"engraving tool; carve, engrave"
金 167.10,9307,,0.0000000052,,18,鎍,suǒ,chain; wire
金 167.10,9308,,0.0000000052,,18,鎘,lì,cadmium
金 167.10,9606,,0.0000000052,,18,鎲,tǎng,
金 167.10,9824,,0.0000000052,,17,鎝,dā,"technetium (Tc, same as鍀); engrave (same as鏤); tilling implement"
金 167.10,—,7787,0.0000000000,,15,镋,tǎng,
金 167.10,—,7789,0.0000000000,,15,𬭩,wēng,(chemistry) onium
金 167.11,1251,3354,0.0001038738,4,16,镜,jìng,mirror; lens; glass; glasses
金 167.11,2727,6112,0.0000141806,,16,镖,biāo,"dart, spear, harpoon; escort"
金 167.11,4857,6409,0.0000010904,,19,鏖,áo,"to fight to the end, engage in a fierce battle"
金 167.11,4994,,0.0000009509,,19,鏡,jìng,mirror; lens; glass; glasses
金 167.11,5309,6310,0.0000007080,,18,鏊,ào,"a flat, iron cooking-plate for cakes"
金 167.11,5640,6116,0.0000005116,,16,镛,yōng,large bell used as musical instrument
金 167.11,5762,6118,0.0000004341,,16,镞,zú,"arrowhead, barb; swift, quick"
金 167.11,6229,6113,0.0000002274,,16,镗,tāng,boring tool
金 167.11,6358,6117,0.0000001860,,16,镝,dī,dysprosium
金 167.11,6408,6119,0.0000001705,,16,镠,liú,pure gold
金 167.11,6729,,0.0000000982,,16,镟,xuàn,lathe
金 167.11,7165,,0.0000000465,,16,镙,luó,
金 167.11,7239,,0.0000000413,,19,鏰,bèng,"coin, money"
金 167.11,7307,6115,0.0000000362,,16,镚,bèng,small coin
金 167.11,7778,6114,0.0000000207,,16,镘,màn,trowel
金 167.11,7788,,0.0000000207,,19,鏘,qiāng,"tinkle, clang, jingle"
金 167.11,7937,,0.0000000155,,19,鏏,wèi,
金 167.11,8065,,0.0000000155,,19,鏦,cōng,a short spear
金 167.11,8232,,0.0000000155,,19,鏂,ōu,
金 167.11,8367,,0.0000000103,,19,鏉,shòu,
金 167.11,8398,,0.0000000103,,19,鏕,lù,
金 167.11,8499,,0.0000000103,,19,鏁,suǒ,"variant of鎖U+9396, a lock, padlock; shackles, chains"
金 167.11,8500,,0.0000000103,,19,鏭,xī,
金 167.11,8578,,0.0000000103,,19,鏢,biāo,"dart, spear, harpoon; escort"
金 167.11,8579,,0.0000000103,,19,鏤,lòu,"carve, inlay, engrave, tattoo"
金 167.11,8699,,0.0000000103,,19,鏆,guàn,
金 167.11,8786,,0.0000000103,,19,鏐,liú,pure gold
金 167.11,8799,,0.0000000103,,19,鏱,zhang,
金 167.11,9378,,0.0000000052,,19,鏍,luó,
金 167.11,9607,,0.0000000052,,18,鏈,liàn,"chain, wire, cable; chain, shack"
金 167.11,9608,,0.0000000052,,19,鏟,chǎn,"spade, shovel, trowel, scoop"
金 167.11,9711,6111,0.0000000052,,20,䦃,zhuō,"(simplified form) to dig with a hoe, a big hoe"
金 167.11,—,7872,0.0000000000,,16,𬭬,huì,
金 167.11,—,7873,0.0000000000,,16,𨱑,huáng,
金 167.11,—,7874,0.0000000000,,16,𬭯,piě,(same as 鐅) the blade or edge of a spade; an open-lidded shallow pan used to boil salt
金 167.11,—,7890,0.0000000000,,16,𫗴,zhān,gruel
金 167.12,4403,6247,0.0000018759,,17,镣,liào,fetters
金 167.12,5288,6246,0.0000007183,,17,镢,jué,hoe
金 167.12,5547,6249,0.0000005633,,17,镧,lán,lanthanum
金 167.12,5605,6252,0.0000005271,,17,镫,dèng,lamp; a kind of cooking vessel
金 167.12,6190,6251,0.0000002429,,17,镪,qiāng,"coins, money, wealth"
金 167.12,6591,6245,0.0000001292,,17,镡,chán,dagger; small sword
金 167.12,6592,7942,0.0000001292,,17,镨,pǔ,praseodymium
金 167.12,6921,,0.0000000723,,20,鐘,zhōng,clock; bell
金 167.12,7015,,0.0000000620,,20,鐣,zhang,
金 167.12,7068,6250,0.0000000517,,17,镩,cuān,"pick, poker"
金 167.12,7302,,0.0000000362,,20,鐓,duì,ferrule; castrate
金 167.12,7529,,0.0000000310,,20,鐏,zūn,cap
金 167.12,7725,,0.0000000207,,20,鐇,fán,vanadium
金 167.12,7837,7938,0.0000000207,,17,镤,pú,protactinium (Pa)
金 167.12,7854,7941,0.0000000207,,17,镥,lǔ,lutetium
金 167.12,7920,6248,0.0000000207,,17,镦,duì,ferrule; castrate
金 167.12,8501,,0.0000000103,,19,鐄,huáng,bell
金 167.12,8550,,0.0000000103,,20,鐨,fèi,fermium
金 167.12,8700,,0.0000000103,,20,鐖,jī,
金 167.12,8701,,0.0000000103,,20,鐧,jiān,kind of rapier
金 167.12,8817,,0.0000000103,,20,鏻,lín,phosphonium
金 167.12,9007,,0.0000000052,,20,鐐,liáo,fetters
金 167.12,9053,,0.0000000052,,20,鐍,jué,hasp of a lock
金 167.12,9309,,0.0000000052,,20,鏿,chēng,
金 167.12,9310,,0.0000000052,,20,鐎,jiāo,
金 167.12,9379,,0.0000000052,,21,鏽,xiù,"rust, corrode"
金 167.12,9609,,0.0000000052,,20,鐑,qiè,
金 167.12,9883,,0.0000000052,,20,鏸,huì,"three edged spear, name"
金 167.12,—,7937,0.0000000000,,17,𬭳,xǐ,(chemistry) seaborgium (Sg)
金 167.12,—,7939,0.0000000000,,17,𬭶,hēi,(chemistry) hassium (Hs)
金 167.12,—,7940,0.0000000000,,17,𫔍,fán,"a former name of vanadium (current name is ""釩"")"
金 167.12,—,7943,0.0000000000,,17,𬭸,lín,phosphonium
金 167.12,—,7944,0.0000000000,,17,𨱔,zūn,
金 167.12,—,7945,0.0000000000,,17,𬭼,suì,lens
金 167.12,—,7946,0.0000000000,,17,𫔎,jué,hasp of a lock
金 167.12,—,8063,0.0000000000,,20,𨭉,bān,
金 167.13,3824,3444,0.0000035348,,18,镰,lián,sickle
金 167.13,3854,6346,0.0000034211,,18,镯,zhuó,"bracelet, armband; small bell"
金 167.13,4217,6345,0.0000023359,,18,镭,léi,radium
金 167.13,5752,6461,0.0000004393,,21,鐾,bèi,
金 167.13,6061,6344,0.0000002997,,18,镬,huò,"cauldron, large iron pot"
金 167.13,6720,,0.0000001034,,21,鐮,lián,sickle
金 167.13,7022,,0.0000000568,,21,鐻,jù,drumstick
金 167.13,7166,8004,0.0000000465,,18,镱,yì,ytterbium
金 167.13,7462,8003,0.0000000310,,18,镮,huán,metal ring; measure of currency
金 167.13,7557,6397,0.0000000258,,19,镲,chǎ,cymbals
金 167.13,7894,,0.0000000207,,21,鐵,tiě,"iron; strong, solid, firm"
金 167.13,8239,,0.0000000155,,21,鐰,qiāo,
金 167.13,8702,,0.0000000103,,21,鐳,léi,radium
金 167.13,8808,,0.0000000103,,21,鑀,ài,ionium
金 167.13,8934,,0.0000000052,,21,鐴,bì,
金 167.13,9311,,0.0000000052,,20,鐤,dǐng,huge tripod of bronze with two ears; sacrificial vessel
金 167.13,9312,,0.0000000052,,21,鐿,yì,ytterbium
金 167.13,9380,,0.0000000052,,21,鐲,zhuó,"bracelet, armband; small bell"
金 167.13,9610,,0.0000000052,,21,鐬,huì,of flourishing appearance; sound of a bicycle bell
金 167.13,9736,,0.0000000052,,20,鐷,yè,
金 167.13,9825,,0.0000000052,,20,鐩,suì,lens
金 167.14,6989,,0.0000000620,,22,鑑,jiàn,"mirror, looking glass; reflect"
金 167.14,8580,,0.0000000103,,22,鑄,zhù,"melt, cast; coin, mint"
金 167.14,9313,,0.0000000052,,21,鑊,huò,"cauldron, large iron pot; a wok"
金 167.15,4558,6435,0.0000015710,,20,镳,biāo,"bit, bridle; ride"
金 167.15,7148,6436,0.0000000465,,20,镴,là,solder; tin
金 167.15,7831,,0.0000000207,,23,鑟,dú,
金 167.15,7993,,0.0000000155,,23,鑕,zhì,"tungsten, wolfram"
金 167.15,8246,,0.0000000155,,22,鑛,kuàng,"mine; mineral, ore"
金 167.15,8502,,0.0000000103,,23,鑣,biāo,"bit, bridle; ride"
金 167.15,8766,,0.0000000103,,23,鑢,lǜ,"file, rasp; file; polish; (Cant.) to cut"
金 167.15,9175,,0.0000000052,,23,鑘,léi,
金 167.15,9314,7532,0.0000000052,,13,锧,zhì,"tungsten, wolfram"
金 167.16,3843,6490,0.0000034625,,24,鑫,xīn,used in names
金 167.16,7409,,0.0000000310,,24,鑨,lóng,
金 167.16,9915,,0.0000000052,,24,鑪,lú,"fireplace, stove, oven, furnace"
金 167.17,2974,3497,0.0000100773,7–9,22,镶,xiāng,"insert, inlay, set, mount; fill"
金 167.17,8066,6473,0.0000000155,,22,镵,chán,"spade, trowel"
金 167.17,8703,,0.0000000103,,25,鑱,chán,"spade, trowel"
金 167.17,9054,,0.0000000052,,24,鑮,bó,
金 167.17,9611,,0.0000000052,,25,鑲,xiāng,"insert, inlay, set, mount; fill"
金 167.17,9805,,0.0000000052,,25,鑰,yào,key; lock
金 167.18,8503,,0.0000000103,,26,鑷,niè,"tweezers, forceps, pincers"
金 167.18,8935,,0.0000000052,,25,鑵,guàn,jar; can
金 167.18,9612,,0.0000000052,,26,鑴,xī,"to engrave or carve, as a block for printing"
金 167.19,8006,,0.0000000155,,28,䦆,jué,"(simplified form) a big hoe, to eliminate; to uproot; to clear; to dig; to excavate"
金 167.19,8581,,0.0000000103,,27,鑽,zuān,"drill, bore; pierce; diamond"
金 167.19,8704,,0.0000000103,,27,鑾,luán,bells hung on horse; bells hung
金 167.19,9613,,0.0000000052,,28,鑿,záo,"chisel; bore, pierce"
金 167.2,1116,757,0.0001311807,4,7,针,zhēn,needle; pin; tack; acupuncture
金 167.2,2267,758,0.0000261442,7–9,7,钉,dīng,"nail, spike; pursue closely"
金 167.2,3334,3721,0.0000065167,,7,钊,zhāo,"endeavor, strive; encourage; cut"
金 167.2,3786,4586,0.0000037312,,10,釜,fǔ,"cauldron, pot, kettle"
金 167.2,5442,,0.0000006253,,10,針,zhēn,needle; pin; tack; acupuncture
金 167.2,5626,3722,0.0000005168,,7,钋,pō,polonium
金 167.2,5742,3723,0.0000004444,,7,钌,liǎo,ruthenium
金 167.2,7371,,0.0000000362,,10,釘,dīng,"nail, spike; pursue closely"
金 167.2,7518,,0.0000000310,,10,釙,pò,polonium
金 167.2,7888,,0.0000000207,,10,釛,bā,
金 167.2,8181,,0.0000000155,,10,釡,fǔ,"cauldron, pot, kettle"
金 167.2,8182,,0.0000000155,,10,釢,nǎi,(old) neodymium; neptunium (chemistry)
金 167.2,8683,,0.0000000103,,10,釟,bā,
金 167.2,8684,,0.0000000103,,10,釠,luàn,
金 167.20,7403,,0.0000000362,,28,钁,jué,a mattock; a billhook
金 167.21,7642,,0.0000000258,,29,钃,shǔ,metal
金 167.3,2305,1120,0.0000248729,7–9,8,钓,diào,"fish; fishhook; tempt, lure"
金 167.3,3631,3944,0.0000045374,,8,钗,chāi,ornamental hairpin
金 167.3,4649,3939,0.0000013902,,8,钍,tǔ,thorium
金 167.3,5140,3942,0.0000008217,,8,钒,fán,vanadium
金 167.3,5164,3941,0.0000008062,,8,钏,chuàn,"bracelet, armlet"
金 167.3,5604,3943,0.0000005271,,8,钕,nǚ,neodymium
金 167.3,5894,3940,0.0000003669,,8,钎,qiān,tool for boring holes
金 167.3,5938,6690,0.0000003514,,8,钔,mén,mendelevium (Md)
金 167.3,6188,6689,0.0000002429,,8,钐,shān,samarium
金 167.3,7135,,0.0000000517,,11,釤,shàn,samarium
金 167.3,8104,6691,0.0000000155,,8,钖,yáng,frontlet
金 167.3,8685,,0.0000000103,,11,釣,diào,"fish; fishhook; tempt, lure"
金 167.3,8763,,0.0000000103,,11,釱,dì,fetters; to fetter
金 167.3,8767,,0.0000000103,,8,钑,jí,spear
金 167.3,9166,,0.0000000052,,11,釭,gāng,tire of wheel; band
金 167.3,9298,,0.0000000052,,11,釪,huá,an alms bowl; a small bell
金 167.3,9376,,0.0000000052,,11,釦,kòu,"button; buckle, clasp; engrave"
金 167.3,9593,,0.0000000052,,11,釥,qiǎo,
金 167.3,—,6688,0.0000000000,,8,𬬩,yì,
金 167.4,905,1528,0.0001900219,2,9,钟,zhōng,clock; bell
金 167.4,1609,1529,0.0000606602,5,9,钢,gāng,"steel; hard, strong, tough"
金 167.4,2147,1532,0.0000301803,7–9,9,钦,qīn,"respect, admire; respectful"
金 167.4,2481,1531,0.0000194931,7–9,9,钥,yào,key; lock
金 167.4,2504,1533,0.0000191107,7–9,9,钧,jūn,unit of measure equivalent to thirty catties
金 167.4,2647,1527,0.0000157568,7–9,9,钞,chāo,"paper money, bank notes; copy"
金 167.4,2685,1535,0.0000150178,,9,钮,niǔ,"button, knob; surname"
金 167.4,2951,1525,0.0000104236,7–9,9,钙,gài,calcium
金 167.4,3059,1526,0.0000090541,,9,钝,dùn,"blunt, obtuse; dull; flat; dull-witted"
金 167.4,3479,1530,0.0000054831,,9,钠,nà,"sodium, natrium; sharpen wood"
金 167.4,3858,4241,0.0000034056,,9,钡,bèi,barium
金 167.4,4310,4240,0.0000021188,,9,钛,tài,titanium
金 167.4,4311,4239,0.0000021137,,9,钚,bù,plutonium
金 167.4,4606,6845,0.0000014780,,9,钜,jù,"steel, iron; great"
金 167.4,5092,4243,0.0000008630,,9,钤,qián,"lock, latch; stamp, seal"
金 167.4,5440,6849,0.0000006253,,9,钪,kàng,scandium
金 167.4,5705,4242,0.0000004754,,9,钣,bǎn,plate
金 167.4,5717,6851,0.0000004599,,9,钭,tǒu,a wine flagon
金 167.4,5939,4245,0.0000003514,,9,钫,fāng,francium
金 167.4,5949,4246,0.0000003514,,9,钯,bǎ,palladium
金 167.4,6163,,0.0000002584,,12,鈤,rì,archaic translation of element germanium Ge 锗
金 167.4,6713,6850,0.0000001034,,9,钬,huǒ,holmium
金 167.4,7044,,0.0000000568,,12,鈦,tài,titanium
金 167.4,7114,6843,0.0000000517,,9,钘,xíng,ancient wine vessel
金 167.4,7188,,0.0000000465,,12,䥺,yé,"(same as鋣) name of a double-edged sword, (simplified form釾) a chemical element (鎄) (Es)"
金 167.4,7287,,0.0000000413,,12,鈧,kàng,scandium
金 167.4,7288,,0.0000000413,,12,鈩,lu,"fireplace, stove, oven, furnace"
金 167.4,7393,,0.0000000362,,12,鈨,yuan,
金 167.4,7649,,0.0000000258,,12,鈍,dùn,"blunt, obtuse; dull; flat; dull-witted"
金 167.4,7771,,0.0000000207,,12,鈇,fū,an ax; a hatchet
金 167.4,7889,,0.0000000207,,12,鈣,gài,calcium
金 167.4,8686,,0.0000000103,,12,鈉,nà,"sodium, natrium; sharpen wood"
金 167.4,8806,,0.0000000103,,12,鈙,qín,
金 167.4,9005,,0.0000000052,,12,鈪,è,(Cant.) bracelet; bangle
金 167.4,9377,,0.0000000052,,12,鈕,niǔ,"button, knob; surname"
金 167.4,9396,,0.0000000052,,12,鈡,zhōng,
金 167.4,9594,,0.0000000052,,12,鈂,chén,
金 167.4,9730,,0.0000000052,,12,鈆,qiān,lead
金 167.4,9731,,0.0000000052,,12,鈖,fēn,
金 167.4,9882,,0.0000000052,,12,釿,jīn,
金 167.4,—,6844,0.0000000000,,9,𫓧,fū,"an ax, hatchet"
金 167.4,—,6846,0.0000000000,,9,𬬮,chǎng,"sharp, a keen edge, sharp point"
金 167.4,—,6847,0.0000000000,,9,𬬱,yǐn,axe
金 167.4,—,6848,0.0000000000,,9,𬬭,fān,roentgenium
金 167.5,603,1928,0.0003478171,1,10,钱,qián,"money, currency, coins"
金 167.5,779,1932,0.0002366773,2,10,铁,tiě,"iron; strong, solid, firm"
金 167.5,1655,2894,0.0000573115,6,13,鉴,jiàn,"mirror, looking glass; reflect"
金 167.5,1724,1930,0.0000520093,6,10,钻,zuān,"drill, bore; pierce; diamond"
金 167.5,1969,1933,0.0000382628,5,10,铃,líng,bell
金 167.5,2254,1534,0.0000265628,7–9,9,钩,gōu,"hook, barb; sickle; stroke with"
金 167.5,2641,1934,0.0000158911,6,10,铅,qiān,lead
金 167.5,3105,4536,0.0000085838,,10,铀,yóu,uranium
金 167.5,3344,1929,0.0000064236,7–9,10,钳,qián,"pincers, pliers, tongs; to compress"
金 167.5,3584,4530,0.0000048474,,10,钵,bō,earthenware basin; alms bowl
金 167.5,3688,4547,0.0000042015,,10,铎,duó,bell; surname
金 167.5,3801,1931,0.0000036640,,10,钾,jiǎ,potassium
金 167.5,4518,4527,0.0000016382,,10,钰,yù,rare treasure
金 167.5,4697,4537,0.0000013023,,10,铂,bó,platinum; thin sheet of metal
金 167.5,4783,4529,0.0000011731,,10,钴,gǔ,cobalt; household iron
金 167.5,4809,4541,0.0000011421,,10,铉,xuàn,device for carrying a tripod
金 167.5,4818,4244,0.0000011266,,9,钨,wū,"tungsten, wolfram"
金 167.5,5171,4535,0.0000008010,,10,钿,diàn,"hairpin; gold inlaid work, filigree"
金 167.5,5312,4531,0.0000007028,,10,钹,bó,cymbals
金 167.5,5360,4539,0.0000006667,,10,铆,mǎo,rivet
金 167.5,5473,4538,0.0000006046,,10,铄,shuò,"melt, smelt; shine"
金 167.5,5507,4532,0.0000005840,,10,钺,yuè,"broad-axe, a battle axe, halberd"
金 167.5,5522,4534,0.0000005736,,10,钼,mù,molybdenum
金 167.5,5709,4545,0.0000004703,,10,铍,pī,beryllium
金 167.5,5787,4885,0.0000004238,,11,铳,chòng,"ancient weapon, blunderbuss"
金 167.5,5886,4543,0.0000003721,,10,铋,bì,bismuth
金 167.5,6162,4533,0.0000002584,,10,钽,tǎn,tantalum
金 167.5,6178,4544,0.0000002532,,10,铌,ní,niobium
金 167.5,6462,4540,0.0000001602,,10,铈,shì,cerium
金 167.5,6491,4542,0.0000001499,,10,铊,tā,thallium
金 167.5,6789,,0.0000000879,,10,钸,bù,plutonium
金 167.5,6825,,0.0000000827,,13,鉁,zhēn,
金 167.5,6840,,0.0000000827,,13,鉀,jiǎ,potassium kalium
金 167.5,6935,4528,0.0000000672,,10,钲,zhēng,kind of gong used in ancient times by troops on the march
金 167.5,7112,,0.0000000517,,13,鉤,gōu,"hook, barb; sickle; stroke with"
金 167.5,7463,7005,0.0000000310,,10,钷,pǒ,promethium
金 167.5,7476,,0.0000000310,,12,鉅,jù,"steel, iron; great"
金 167.5,7519,,0.0000000310,,13,鉄,zhí,"iron; strong, solid, firm"
金 167.5,7539,,0.0000000258,,13,鉏,chú,"hoe; eradicate, eliminate"
金 167.5,7689,,0.0000000258,,13,鈾,yóu,uranium
金 167.5,7690,,0.0000000258,,13,鈿,tián,"hairpin; gold inlaid work, filigree"
金 167.5,7890,,0.0000000207,,13,鈱,mín,
金 167.5,7891,,0.0000000207,,13,鈶,sì,
金 167.5,7958,,0.0000000155,,10,钶,ē,columbium
金 167.5,8062,,0.0000000155,,13,鉐,shí,
金 167.5,8183,,0.0000000155,,13,鉃,shì,
金 167.5,8546,,0.0000000103,,13,鈰,shì,cerium
金 167.5,8687,,0.0000000103,,13,鈴,líng,bell
金 167.5,8688,,0.0000000103,,13,鈺,yù,rare treasure
金 167.5,8689,,0.0000000103,,13,鉂,shǐ,
金 167.5,8798,,0.0000000103,,13,鉔,zā,
金 167.5,9167,,0.0000000052,,13,鈸,bó,cymbals
金 167.5,9299,,0.0000000052,,13,鈵,bǐng,
金 167.5,9595,,0.0000000052,,13,鈽,bū,plutonium
金 167.5,9596,,0.0000000052,,13,鉍,bì,bismuth
金 167.5,9597,,0.0000000052,,13,鉛,qiān,lead plumbum
金 167.5,—,4546,0.0000000000,,10,䥽,pō,"(simplified form of 鏺) farm tool; blade in both side with a long handle used to cut weeds, to exterminate; to settle disorders"
金 167.5,—,7004,0.0000000000,,10,𬬸,shù,long needle; surname
金 167.5,—,7006,0.0000000000,,10,𬬻,lú,(chemistry) rutherfordium
金 167.5,—,7007,0.0000000000,,10,𬬹,shén,arsonium
金 167.5,—,7008,0.0000000000,,10,𬬿,zhāo,
金 167.5,—,7009,0.0000000000,,10,𬭁,mǔ,used in 钴𬭁
金 167.6,757,2309,0.0002478243,2,11,银,yín,"silver; cash, money, wealth"
金 167.6,1772,2306,0.0000486605,6,11,铜,tóng,"copper, brass, bronze"
金 167.6,2061,2307,0.0000338753,7–9,11,铭,míng,"inscribe, engrave"
